probe set	AA1521m99hpp_av06	AA1521n99hpp_av06	AA1521o99hpp_av06	AA1521p99hpp_av06	AA1521q99hpp_av06	AA1521r99hpp_av06	AA1521s99hpp_av06	AA1521t99hpp_av06
37595_at	55.424	58.55	61.94	61.344	67.476	64.121	61.438	63.764
37596_at	247.692	240.398	245.384	241.278	227.465	249.028	258.28	240.596
37597_s_at	171.531	187.869	188.292	185.737	169.119	187.964	186.914	181.933
37598_at	85.439	82.88	85.231	83.148	87.539	93.134	79.425	84.238
37599_at	353.636	410.528	384.072	414.536	377.84	350.821	412.336	371.397
37600_at	168.157	169.482	168.972	168.827	152.933	156.007	157.115	151.207
37601_at	205.24	165.585	173.177	177.987	169.797	173.971	183.493	172.249
37602_at	778.265	838.359	745.863	807.269	795.863	720.294	845.706	779.876
37603_at	138.096	146.76	146.609	150.217	147.633	133.977	136.216	126.257
37604_at	37.598	38.357	41.816	37.15	36.946	37.718	38.923	38.089
37605_at	210.426	191.737	192.974	196.4	179.486	178.142	186.794	176.267
37606_at	132.145	110.542	125.243	121.02	152.608	138.919	126.211	143.815
37607_at	19.881	24.89	23.879	24.704	24.519	23.465	18.892	29.149
37608_g_at	107.606	108.343	129.392	122.41	128.924	117.19	122.261	120.294
37609_at	47.891	47.383	53.013	47.68	55.709	54.785	51.361	55.442
37610_at	310.319	274.965	316.179	285.86	335.768	332.436	282.424	348.485
37611_at	20.318	18.196	14.208	18.989	19.009	21.184	15.777	20.543
37612_at	142.347	156.834	140.751	148.159	139.034	148.693	152.022	142.87
37613_at	45.56	42.887	43.835	47.786	45.955	45.8	43.05	46.838
37614_g_at	28.177	23.61	27.034	27.8	28.719	29.275	22.835	25.777
37615_at	349.267	373.892	353.475	356.7	334.869	324.153	360.896	357.119
37616_at	206.561	204.72	188.658	202.628	189.613	195.699	203.41	199.938
37617_at	82.716	85.87	75.918	77.199	73.173	80.889	70.348	77.688
37618_at	258.698	242.799	241.257	235.048	262.397	251.835	249.442	274.289
37619_at	73.89	85.513	72.191	78.776	68.635	69.021	81.499	81.974
37620_at	120.998	111.517	107.341	100.835	109.758	120.048	98.869	127.277
37621_at	29.632	29.136	32.435	27.662	31.692	29.153	33.818	30.492
37622_r_at	6.854	7.712	11.144	8.785	6.867	7.084	9.409	9.156
37623_at	68.96	69.99	60.223	58.506	58.717	63.578	58.767	65.725
37624_at	26.201	23.641	26.278	23.721	21.543	23.308	25.256	26.691
37625_at	72.426	72.402	57.967	62.443	78.269	82.939	72.521	79.195
37626_at	25.669	25.321	25.124	23.635	26.82	28.039	29.334	25.176
37627_g_at	145.167	127.144	131.17	104.858	105.589	126.214	117.339	123.557
37628_at	51.054	42.197	48.645	48.749	50.951	50.352	47.302	48.497
37629_at	298.293	320.819	335.19	312.707	294.682	311.271	304.807	277.01
37630_at	64.119	71.599	64.346	64.879	63.374	61.083	68.33	74.339
37631_at	109.359	98.495	96.114	94.319	105.002	101.351	102.179	94.435
37632_s_at	49.77	47.057	51.954	44.635	47.481	47.591	50.153	45.521
37633_s_at	156.399	159.973	153.454	139.849	154.122	157.837	130.498	137.111
37634_at	98.249	88.475	83.608	89.062	99.347	94.793	88.948	98.383
37635_at	59.711	51.907	46.69	49.536	49.09	43.793	34.52	49.5
37636_at	46.761	44.015	40.433	41.185	46.186	48.336	37.052	41.494
37637_at	115.977	116.633	130.011	129.287	129.473	126.422	124.806	125.679
37638_at	110.462	115.189	110.754	114.359	119.751	110.789	112.78	102.685
37639_at	488.937	537.914	539.439	558.791	502.823	522.261	549.447	518.275
37640_at	123.322	140.012	130.654	143	134.375	135.213	136.846	129.391
37641_at	73.994	83.012	74.077	68.43	74.246	68.258	70.356	60.943
37642_at	44.791	58.7	51.483	50.169	44.999	49.537	48.415	50.533
37643_at	119.765	107.05	119.679	109.438	115.076	117.455	99.168	114.231
37644_s_at	28.372	36.329	45.117	45.243	37.534	32.792	37.317	33.429
37645_at	22.97	23.054	21.163	20.193	24.011	20.889	24.834	22.766
37646_at	128.617	161.849	162.521	171.719	160.06	161.339	164.162	166.922
37647_at	128.295	143.449	137.357	135.154	133.947	132.859	124.712	128.439
37648_at	285.459	268.34	280.036	268.05	266.392	269.091	254.256	242.127
37649_at	157.541	140.779	142.205	133.136	149.16	149.965	153.371	161.379
37888_at	268.261	244.508	225.967	236.2	285.273	243.434	272.19	273.73
37889_at	38.47	37.902	40.909	30.019	35.858	40.329	34.442	36.689
37890_at	134.083	134.45	127.991	128.402	157.711	140.95	131.034	137.647
37891_at	72.479	75.285	65.469	76.611	68.289	80.413	68.853	71.096
37892_at	108.474	94.263	86.852	92.655	95.783	99.531	78.457	98.549
37893_at	167.749	159.53	148.335	161.169	163.819	148.776	155.82	148.472
37894_at	63.801	65.823	53.949	54.468	62.661	65.717	56.179	61.171
37895_at	101.726	112.662	101.76	111.567	102.108	100.428	104.297	106.412
37896_at	20.394	16.666	14.432	18.576	17.235	19.986	15.129	19.994
37897_s_at	273.837	263.109	263.765	247.776	263.102	267.107	265.698	290.522
37898_r_at	418.328	424.841	402.616	369.068	396.631	399.61	317.038	404.832
37899_at	90.569	60.397	67.992	62.201	76.63	71.653	68.659	92.127
37900_at	100.82	102.559	95.637	94.333	102.128	105.321	98.899	98.428
37901_at	100.612	95.114	98.59	87.035	92.89	92.9	101.92	92.796
37902_at	240.825	268.799	239.51	263.907	211.056	223.486	237.256	240.627
37903_at	332.045	342.684	294.365	316.713	344.799	318.179	347.055	339.813
37904_s_at	59.694	58.822	57.586	59.476	52.569	55.609	58.02	63.153
37905_r_at	235.203	212.864	224.305	216.301	231.128	237.498	228.819	232.173
37906_at	82.81	79.156	80.929	73.552	71.725	80.206	75.541	85.333
37907_at	104.874	99.379	96.313	97.392	109.903	114.228	102.147	115.062
37908_at	77.075	77.74	78.739	74.156	73.538	77.442	79.108	88.917
37909_at	71.151	60.356	57.15	58.436	61.972	56.228	65.661	54.971
37910_at	102.531	117.821	82.752	112.671	107.904	102.046	130.977	93.803
37911_at	145.742	135.613	119.617	131.014	135.469	132.277	142.394	137.794
37912_at	266.628	257.33	263.056	256.44	251.82	248.028	282.791	256.61
37913_at	189.278	184.889	186.714	174.372	182.585	182.358	193.071	188.403
37914_at	28.37	30.309	25.661	28.445	25.76	25.052	29.391	32.692
37915_at	149.391	159.323	149.687	167.561	162.332	152.703	160.364	150.681
37916_at	305.514	290.059	310.092	296.907	309.858	306.047	292.055	311.482
37917_at	58.727	50.047	41.845	54.41	47.484	46.123	55.931	53.496
37918_at	89.777	90.6	93.482	90.737	89.292	91.434	86.12	89.764
37919_at	165.205	185.012	171.108	192.229	146.229	157.63	155.487	147.305
37920_at	161.024	168.346	174.262	160.732	174.308	179.626	159.1	180.159
37921_at	51.885	54.024	48.438	57.818	56.571	60.649	48.78	51.776
37922_at	116.683	108.552	113.759	114.338	110.357	103.473	110.03	101.734
37923_at	38.501	34.552	40.302	33.566	31.045	42.202	37.888	39.506
37924_g_at	153.932	151.537	146.429	130.714	151.238	147.013	151.539	145.681
37925_r_at	48.785	54.228	53.621	61.291	59.696	55.005	61.54	58.336
37926_at	185.249	174.665	174.804	175.808	185.656	193.248	168.426	166.907
37927_at	86.605	83.261	75.78	77.185	79.559	73.699	73.303	77.725
37928_at	146.015	140.087	127.815	129.656	137.49	145.208	136.354	145.533
37929_at	160.153	133.277	147.462	137.686	140.533	150.443	169.496	149.586
37930_at	99.759	86.945	87.828	90.576	87.194	85.303	99.624	90.075
37931_at	510.138	450.27	479.825	423.26	483.286	509.886	515.662	539.057
37932_at	137.379	131.499	146.528	142.161	160.874	151.356	142.073	151.727
37933_at	70.268	72.095	65.676	65.399	73.911	66.663	70.715	67.477
37934_at	94.43	99.49	92.952	103.292	86.301	90.68	98.214	94.527
37935_at	60.733	51.867	57.091	45.323	66.169	68.667	49.157	63.091
37936_at	160.388	150.41	134.675	127.506	162.154	143.172	141.386	145.367
37937_at	86.445	78.915	78.308	81.373	84.21	85.95	74.452	86.56
37938_at	78.528	71.327	68.31	62.435	77.097	68.524	67.819	84.193
37939_at	502.327	463.605	457.665	409.933	442.207	464.397	419.113	459.786
37940_f_at	434.212	393.432	385.242	389.239	427.766	423.609	385.251	433.801
37941_at	55.126	59.955	59.827	62.297	58.854	61.82	61.518	59.063
37942_at	200.3	181.396	181.43	184.43	174.753	187.406	189.803	190.477
37943_at	305.252	266.312	292.383	289.774	315.449	307.158	252.541	361.709
37944_at	109.215	106.762	101.345	124.989	112.938	106.406	127.581	120.198
37945_at	235.253	195.968	216.301	197.268	210.308	224.445	190.531	212.898
37946_at	233.946	196.969	219.785	193.37	206.962	214.821	198.724	221.281
37947_at	206.384	209.04	206.225	207.203	212.8	212.474	206.945	213.82
37948_at	61.054	54.991	63.52	63.252	58.845	54.385	62.931	67.151
37949_at	12.633	14.674	12.582	12.226	15.549	16.058	14.718	14.335
37950_at	97.662	102.08	106.444	101.087	111.308	92.201	103.784	95.786
37951_at	47.003	39.449	41.123	40.017	40.367	41.107	47.129	42.134
37952_at	48.14	49.463	39.055	45.405	50.881	47.036	47.352	50.417
37953_s_at	199.364	173.479	204.551	211.958	226.518	199.203	199.746	191.332
37954_at	162.076	122.941	134.82	135.784	123.539	127.739	144.948	131.287
37955_at	178.875	206.027	193.513	195.871	173.097	179.697	185.455	186.2
37956_at	92.033	88.228	94.427	82.563	104.039	91.033	97.52	87.53
37957_at	209.422	190.47	210.801	196.198	173.699	172.189	212.249	196.33
37958_at	77.325	82.715	83.961	85.002	87.146	82.536	82.061	85.594
37959_at	83.757	91.457	86.703	92.939	83.188	94.542	78.789	94.618
37960_at	27.187	29.94	26.398	26.875	28.182	22.061	30.895	29.543
37961_at	164.922	161.291	154.343	149.294	149.634	159.939	164.787	145.438
37962_r_at	61.306	62.075	59.615	64.96	57.623	58.166	57.988	57.496
37963_at	299.324	316.325	278.134	313.309	305.401	302.316	279.094	284.684
37964_at	91.916	110.594	76.437	91.609	79.301	76.503	80.873	79.954
37965_at	119.237	106.431	115.964	110.701	123.64	113.949	115.904	110.067
37966_at	164.219	166.29	170.242	169.76	171.801	178.153	143.013	168.91
37967_at	167.895	158.813	166.137	152.993	170.292	175.09	134.965	190.577
37968_at	220.142	196.078	213.278	200.133	212.48	206.335	200.429	213.541
37969_at	277.003	270.236	251.89	249.345	295.262	282.398	281.206	280.354
37970_at	1038.075	934.563	779.759	922.158	913.213	936.603	890.065	921.868
37971_at	30.468	32.581	21.756	34.779	29.103	27.998	22.765	28.556
37972_at	89.298	79.534	90.699	83.627	87.027	88.707	91.836	85.296
37973_at	168.035	152.821	158.832	160.25	168.496	154.391	151.318	176.914
37974_at	45.395	42.126	41.462	42.37	40.44	49.682	46.721	43.259
37975_at	98.648	90.884	77.213	78.549	84.179	85.297	93.367	89.84
37976_at	157.589	155.681	133.829	144.394	142.039	145.021	147.105	148.276
37977_at	156.057	142.896	137.502	138.446	148.689	156.132	148.777	153.789
37978_at	217.414	208.496	214.083	205.545	204.038	206.788	223.384	211.572
37979_at	173.928	146.416	134.99	135.128	159.66	162.288	140.695	157.9
37980_at	44.02	44.613	38.333	43.806	44.636	38.139	35.133	39.392
37981_at	288.035	278.417	271.839	269.951	294.282	297.403	271.297	279.052
37982_at	139.222	164.564	145.688	150.098	148.23	141.976	136.666	156.744
37983_at	70.392	65.172	57.227	57.748	65.947	67.868	65.467	66.774
37984_s_at	51.944	54.71	49.273	49.289	51.174	48.763	51.143	53.664
37985_at	77.3	65.512	61.368	64.131	70.556	70.211	60.322	72.056
37986_at	64.677	72.371	74.399	69.335	67.942	75.427	68.451	70.152
37987_at	50.794	55.048	50.906	61.521	55.746	50.425	60.234	51.397
37988_at	138.12	123.475	132.931	129.146	126.472	126.241	110.569	124.376
37989_at	15.855	15.27	19.936	17.978	18.256	16.096	19.622	17.994
37990_at	58.076	55.679	47.865	52.626	49.664	49.742	47.702	49.883
37991_at	136.683	158.246	125.622	134.123	142.338	130.326	140.695	124.622
37992_s_at	338.933	357.489	365.763	363.106	342.219	343.385	355.042	339.075
37993_at	442.822	440.943	449.662	454.226	475.472	461.147	476.85	457.13
37994_at	19.394	23.238	25.547	23.263	23.361	20.927	21.692	23.927
37995_s_at	28.448	32.193	32.283	34.278	31.014	29.696	24.609	30.907
37996_s_at	132.617	123.465	143.232	134.928	134.153	130.067	137.62	129.177
37997_r_at	415.264	432.619	429.921	421.101	426.397	406.321	432.164	409.446
37998_at	180.473	185.068	167.88	174.085	165.983	160.77	173.126	168.021
37999_at	31.553	33.456	34.093	32.133	35.582	33.267	36.347	33.948
38000_at	113.76	107.542	114.493	106.899	122.944	116.04	105.685	105.241
38001_at	41.857	37.162	40.375	34.541	38.576	41.714	38.022	33.688
38002_s_at	45.124	49.451	45.07	48.167	48.93	46.966	44.658	46.138
38003_s_at	141.575	196.823	174.615	189.38	146.37	167.894	181.553	152.28
38004_at	150.249	130.417	154.497	153.567	157.804	150.463	137.176	130.064
38005_at	165.33	173.104	153.217	167.844	157.976	155.722	172.972	151.109
38006_at	140.834	104.946	146.186	138.291	144.065	149.515	160.485	157.663
38007_at	152.628	138.685	128.882	139.944	170.152	147.714	139.018	154.315
38248_at	150.166	143.253	135.782	136.707	125.812	135.123	145.577	141.21
38249_at	55.304	61.065	51.996	50.969	49.112	54.659	54.393	49.659
38250_at	56.311	47.916	47.006	53.258	67.914	58.429	51.746	65.137
38251_at	97.38	103.466	96.013	100.245	106.897	106.388	100.259	98.367
38252_s_at	24.802	29.802	25.318	24.379	26.495	26.488	28.247	29.985
38253_at	118.806	115.827	100.711	96.979	100.567	108.301	109.36	113.075
38254_at	152.595	147.974	139.555	129.67	100.053	102.433	94.922	112.751
38255_at	124.474	122.884	110.956	122.648	120.557	121.225	109.524	132.591
38256_s_at	151.51	161.091	149.453	155.313	164.752	159.277	150.433	160.648
38257_at	224.137	248.847	220.436	229.232	221.444	225.238	241.713	229.051
38258_at	268.687	292.824	256.241	277.729	309.434	274.516	250.492	232.593
38259_at	411.8	452.256	365.029	435.541	440.68	421.222	390.083	378.994
38260_at	136.199	136.364	138.637	136.297	141.386	135.613	139.385	139.432
38261_at	343.801	291.997	259.237	291.627	264.931	261.874	291.31	237.946
38262_at	58.344	63.06	58.159	65.041	56.341	62.328	51.926	57.74
38263_at	28.035	26.424	24.366	23.51	24.344	29.405	25.649	28.516
38264_at	63.683	57.58	56.857	54.735	61.968	57.798	59.622	55.515
38265_at	77.79	69.859	72.224	75.195	78.365	76.496	86.144	73.292
38266_at	39.049	28.419	34.517	25.538	30.38	27.766	30.402	29.295
38267_at	25.327	25.17	21.806	23.434	26.872	24.986	23.247	26.473
38268_at	63.746	50.339	49.714	49.794	54.513	50.943	53.523	62.512
38269_at	138.537	116.275	107.925	108.995	118.198	120.456	115.697	122.113
38270_at	32.169	32.033	35.362	29.044	30.258	31.263	30.824	34.732
38271_at	38.369	45.156	42.588	40.738	48.376	43.262	42.608	39.946
38272_at	133.162	135.49	138.339	134.892	142.938	141.799	136.41	131.718
38273_at	96.498	88.087	90.851	86.933	86.908	86.638	82.602	82.901
38274_at	245.799	230.131	238.312	232.004	258.266	260.839	247.469	239.545
38275_at	234.752	233.936	227.03	250.86	241.193	229.541	207.478	211.388
38276_at	122.307	115.67	121.312	113.686	110.29	109.472	119.327	116.552
38277_at	125.95	120.765	139.531	119.484	117.927	130.535	125.597	122
38278_at	134.025	146.676	146.015	152.026	149.807	143.181	162.58	138.107
38279_at	150.055	141.631	139.059	134.78	137.611	143.865	140.432	139.13
38280_s_at	24.365	25.01	24.781	22.629	23.331	23.369	33.666	22.033
38281_at	40.398	47.316	40.016	39.642	46.872	36.778	39.75	38.668
38282_at	298.093	274.658	296.598	252.166	289.817	292.661	281.92	293.931
38283_at	175.098	194.726	177.69	192.595	172.373	171.956	190.313	176.464
38284_at	127.294	123.724	125.009	130.241	130.932	130.654	127.112	129.321
38285_at	95.376	93.648	87.661	94.885	94.957	88.023	97.062	92.961
38286_at	68.457	70.394	72.822	72.147	66.073	61.73	58.675	60.968
38287_at	131.758	121.09	118.743	112.152	128.094	136.067	120.276	142.197
38288_at	10.857	12.994	9.609	10.039	9.094	14.224	11.762	12.09
38289_r_at	7.275	10.934	7.035	8.751	6.013	3.857	5.702	6.337
38290_at	136.55	130.941	121.529	124.757	131.192	124.099	130.851	139.115
38291_at	82.285	76.453	83.448	66.481	82.023	86.784	73.724	84.389
38292_at	407.717	421.21	409.543	416.653	469.35	448.814	488.569	464.039
38293_s_at	56.66	47.722	53.717	52.224	51.113	55.803	47.649	48.978
38294_at	103.106	91.411	80.056	80.952	103.541	98.121	90.154	96.758
38295_at	116.85	114.438	118.765	115.988	111.603	117.602	109.766	115.135
38296_at	49.065	45.534	49.154	45.817	42.325	39.569	40.307	48.824
38297_at	453.278	421.665	461.031	421.402	486.297	487.534	354.536	469.883
38298_at	303.753	290.338	295.021	287.192	333.022	322.532	270.068	317.226
38299_at	43.041	49.783	46.541	46.012	46.831	50.422	37.73	43.321
38300_at	28.676	19.879	25.915	24.131	26.528	33.006	28.239	27.35
38301_at	62.069	60.126	66.068	58.762	61.01	70.75	58.107	69.133
38302_at	68.189	63.832	60.996	63	65.162	65.136	60.222	68.592
38303_at	26.599	30.89	26.366	28.101	31.385	28.58	29.735	31.744
38304_r_at	14.442	12.65	11.529	15.74	17.508	14.35	15.94	10.709
38305_at	127.597	124.444	129.003	120.49	119.76	113.432	120.443	114.763
38306_at	82.681	90.26	77.553	89.114	80.971	79.42	89.96	78.863
38307_at	252.75	212.271	233.354	227.104	245.084	220.651	258.918	239.669
38308_g_at	103.547	95.817	91.035	86.789	91.539	86.15	98.643	86.246
38309_r_at	201.088	186.726	187.35	179.046	197.625	197.611	180.84	199.058
38310_at	66.223	67.252	77.188	75.32	72.322	67.986	70.538	64.233
38311_at	73.705	80.057	85.73	95.54	85.686	81.864	93.998	89.199
38312_at	128.315	130.698	138.539	121.695	127.981	120.965	113.152	121.356
38313_at	104.078	123.029	120.213	124.271	127.769	116.911	118.177	116.95
38314_at	240.925	231.857	239.084	216.214	250.831	226.995	207.138	221.521
38315_at	107.693	99.737	90.952	85.48	113.128	100.781	99.686	98.017
38316_at	229.575	228.066	242.602	245.806	250.331	247.798	228.616	238.552
38317_at	141.68	143.653	136.015	147.613	151.078	129.726	152.999	137.41
38318_at	141.511	146.185	131.366	145.986	136.858	137.139	143.083	141.745
38319_at	53.851	47.264	49.61	48.034	50.808	51.071	47.415	48.623
38320_s_at	311.145	316.606	316.007	307.368	297.208	309.319	274.643	275.2
38321_r_at	97.175	97.029	111.353	108.99	102.029	89.237	111.424	93.307
38322_at	51.439	46.042	46.903	46.384	53.774	45.959	39.126	43.709
38323_at	84.401	83.375	71.085	73.171	63.091	90.846	87.242	77.466
38324_at	103.972	118.215	110.354	114.988	103.681	103.29	107.078	109.161
38325_at	61.829	70.246	57.814	60.601	66.888	63.876	62.768	67.509
38326_at	173.178	212.794	207.949	202.571	200.165	183.359	189.674	187.873
38327_at	174.639	167.688	174.679	167.382	171.765	175.664	167.343	170.202
38328_at	57.144	61.79	58.028	59.46	53.378	57.954	59.299	61.381
38329_at	128.655	124.008	126.139	119.152	123.862	123.287	126.668	136.328
38330_at	20.356	22.201	16.772	18.274	21.048	18.139	15.759	19.867
38331_at	43.644	45.794	40.855	39.804	52.981	50.663	41.196	50.502
38332_at	126.151	124.262	115.009	118.013	123.38	117.776	115.286	131.803
38333_at	102.253	95.127	95.883	93.146	114.534	102.603	94.313	102.89
38334_g_at	150.364	138.789	137.586	130.381	139.983	143.192	139.608	152.455
38335_at	70.304	66.496	62.853	64.09	68.27	74.726	65.812	74.609
38336_at	36.176	36.059	29.838	26.449	32.334	35.476	31.364	31.366
38337_at	63.16	62.649	57.731	58.388	64.348	64.482	62.894	66.215
38338_at	238.652	232.244	224.586	219.046	248.734	234.18	221.424	264.258
38339_at	23.784	16.59	19.839	15.902	20.308	20.112	17.414	25.167
38340_at	244.885	254.363	226.05	230.449	233.844	232.876	227.221	244.233
38341_at	168.094	137.97	134.007	129.861	142.186	132.614	146.744	126.626
38342_at	408.919	368.157	376.235	388.799	411.166	396.831	393.88	411.315
38343_at	113.544	124.73	123.661	121.211	124.353	113.215	110.225	109.698
38344_at	130.307	130.948	121.749	134.364	123.972	128.031	129.299	123.952
38345_at	43.038	41.707	41.093	42.887	40.713	35.546	37.901	42.751
38346_at	113.093	100.196	117.247	99.209	103.098	117.055	101.952	116.125
38347_at	8.772	8.67	6.503	9.958	9.17	6.209	7.782	6.682
38348_at	31.379	28.378	24.273	24.984	28.947	28.781	33.147	33.662
38349_at	71.383	62.362	64.911	64.502	72.096	66.453	64.945	65.222
